Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources
ELEC,NUTERRA NUTERRA WEST 1,6955 Union Park Center,,Midvale,UT,84047,,888-758-4389,E,,Public,Mon 6:00pm - 12:00am; Tue 6:00pm - 12:00am; Wed 6:00pm - 12:00am; Thu 6:00pm - 12:00am; Fri 6:00pm - 12:00am; Sat 3:00pm - 12:00am; Sun 12:00am - 12:00am,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.62545,-111.85684,2025-01-17,183119,2025-01-17 01:10:31 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,NUTERRA NUTERRA EAST 1,6965 Union Park Center,,Midvale,UT,84047,,888-758-4389,E,,Public,Mon 6:00pm - 12:00am; Tue 6:00pm - 12:00am; Wed 6:00pm - 12:00am; Thu 6:00pm - 12:00am; Fri 6:00pm - 12:00am; Sat 3:00pm - 12:00am; Sun 12:00am - 12:00am,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.62532,-111.85582,2025-01-17,183123,2025-01-17 01:10:39 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,SJPI VGI #2,1064 S North County Blvd,South End of Vally Grove Tower,Pleasant Grove,UT,84062,,888-758-4389,E,,Public,Mon 7:00am - 7:00pm; Tue 7:00am - 7:00pm; Wed 7:00am - 7:00pm; Thu 7:00am - 7:00pm; Fri 7:00am - 7:00pm; Sat 7:00am - 7:00pm; Sun 7:00am - 7:00pm,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.350628,-111.76029,2025-01-17,183163,2025-01-17 01:12:00 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,SJPI VGI #3,1064 S. North County Blvd,,Pleasant Grove,UT,84062,,888-758-4389,E,,Public,Mon 7:00am - 7:00pm; Tue 7:00am - 7:00pm; Wed 7:00am - 7:00pm; Thu 7:00am - 7:00pm; Fri 7:00am - 7:00pm; Sat 7:00am - 7:00pm; Sun 7:00am - 7:00pm,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.350716,-111.76018,2025-01-17,183166,2025-01-17 01:12:05 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,EVSLCC JC 2,3491 S Wights Fort Rd,,West Jordan,UT,84088,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.584244,-111.972603,2025-01-17,183857,2025-01-17 01:31:11 UTC,,,,2021-02-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Hill AFB,7290 Weiner St,,Hill AFB,UT,84404,,,E,,Private - Government only,Drivers must bring their own J1772 cordset for Level 1 charging,,,,,1,,,,Non-Networked,,GPS,41.113153,-111.978573,2025-01-13,184647,2025-01-13 23:38:08 UTC,FG,5,Department of Air Force,2021-01-15,,,,,NEMA515,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DAF,FED_GOV,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,
ELEC,Hill AFB,7981 Georgia St,,Hill AFB,UT,84404,,,E,,Private - Government only,Drivers must bring their own J1772 cordset for Level 1 charging,,,,,1,1,,,Non-Networked,,GPS,41.132577,-112.007705,2025-01-13,184665,2025-01-13 23:38:08 UTC,FG,5,Department of Air Force,2021-01-15,,,,,J1772 NEMA515,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DAF,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Hill AFB,4th St,,Hill AFB,UT,84404,,,E,,Private - Government only,Drivers must bring their own J1772 cordset for Level 1 charging,,,,,1,1,,,Non-Networked,,GPS,41.113748,-111.979499,2025-01-13,184666,2025-01-13 23:38:08 UTC,FG,5,Department of Air Force,2021-01-15,,,,,J1772 NEMA515,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DAF,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Hill AFB,6137 Wardleigh Rd,,Hill AFB,UT,84404,,,E,,Private - Government only,Drivers must bring their own J1772 cordset for Level 1 charging,,,,,1,1,,,Non-Networked,,GPS,41.133942,-112.016211,2025-01-13,184667,2025-01-13 23:38:08 UTC,FG,5,Department of Air Force,2021-01-15,,,,,J1772 NEMA515,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DAF,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,UTC (Camp Williams),17800 S Camp Williams Rd,,Bluffdale,UT,84065,,,E,,Private - Government only,Drivers must bring their own J1772 cordset for Level 1 charging,,,,,2,,,,Non-Networked,,GPS,40.505349,-111.950757,2025-01-13,184742,2025-01-13 23:38:08 UTC,FG,6,Department of Army,2021-01-15,,,,,NEMA515,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DA,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,JFHQ,S Minuteman Dr,,Draper,UT,84020,,,E,,Private - Government only,Drivers must bring their own J1772 cordset for Level 1 charging,,,,,8,,,,Non-Networked,,GPS,40.503754,-111.870521,2025-01-13,184791,2025-01-13 23:38:08 UTC,FG,6,Department of Army,2021-01-15,,,,,NEMA515,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DA,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,ADOBE LEI P2-3 GW,3750 N Frontage Rd,Level 2 parking garage #3,Lehi,UT,84043,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.4339,-111.891044,2025-01-17,186061,2025-01-17 01:22:02 UTC,,,,2021-03-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,ADOBE LEI P1-1 ADA GW,3750 N Frontage Rd,Upper Outside Level Parking Garage Handicap Stalls,Lehi,UT,84043,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.433739,-111.890722,2025-01-17,186062,2025-01-17 01:22:03 UTC,,,,2021-03-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,ADOBE LEI P2-11 GW,3750 N Frontage Rd,Level 2 parking garage #11,Lehi,UT,84043,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.433626,-111.890565,2025-01-17,186063,2025-01-17 01:22:03 UTC,,,,2021-03-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,ADOBE LEI P2-16 GW,3750 N Frontage Rd,Level 2 parking garage #16,Lehi,UT,84043,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.433457,-111.890263,2025-01-17,186064,2025-01-17 01:22:03 UTC,,,,2021-03-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,ADOBE LEI P2-9 NGW,3750 N Frontage Rd,Level 2 parking garage #9,Lehi,UT,84043,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.433699,-111.890695,2025-01-17,186065,2025-01-17 01:22:05 UTC,,,,2021-03-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,ADOBE LEI P1-3 GW,3750 N Frontage Rd,Upper Outside Level Parking Garage,Lehi,UT,84043,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.433632,-111.890104,2025-01-17,186066,2025-01-17 01:22:06 UTC,,,,2021-03-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,ADOBE LEI P2-17 GW,3750 N Frontage Rd,Level 2 parking #17,Lehi,UT,84043,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.433434,-111.890183,2025-01-17,186110,2025-01-17 01:22:01 UTC,,,,2021-03-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,ADOBE LEI P2-18 GW,3750 N Frontage Rd,Level 2 parking garage #18,Lehi,UT,84043,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.433421,-111.890103,2025-01-17,186111,2025-01-17 01:22:01 UTC,,,,2021-03-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,ADOBE LEI P2-1 GW,3750 N Frontage Rd,Level 2 parking garage #1,Lehi,UT,84043,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.433969,-111.89117,2025-01-17,186112,2025-01-17 01:22:02 UTC,,,,2021-03-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,ADOBE LEI P2-5 GW,3750 N Frontage Rd,Level 2 parking garage #5,Lehi,UT,84043,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.433827,-111.890918,2025-01-17,186113,2025-01-17 01:22:02 UTC,,,,2021-03-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,ADOBE LEI P2-19 GW,3750 N Frontage Rd,Level 2 parking garage #19,Lehi,UT,84043,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.433408,-111.890042,2025-01-17,186114,2025-01-17 01:22:03 UTC,,,,2021-03-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,ADOBE LEI P2-6 GW,3750 N Frontage Rd,Level 2 parking garage #6,Lehi,UT,84043,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.433804,-111.890873,2025-01-17,186115,2025-01-17 01:22:04 UTC,,,,2021-03-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,ADOBE LEI P2-2 NGW,3750 N Frontage Rd,Level 2 of parking garage #2,Lehi,UT,84043,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.433932,-111.891106,2025-01-17,186116,2025-01-17 01:22:05 UTC,,,,2021-03-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Draper Crossing - Tesla Supercharger,62-64 East 12300 South,,Draper,UT,84020,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,40.526372,-111.88603,2024-07-01,186180,2025-01-09 17:57:07 UTC,P,,,2021-03-08,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,ADOBE LEI P2-10 GW,3750 N Frontage Rd,Level 2 parking garage #10,Lehi,UT,84043,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.433664,-111.890631,2025-01-17,186266,2025-01-17 01:22:03 UTC,,,,2021-03-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,ADOBE LEI P1-5 GW,3750 N Frontage Rd,Upper Outside Level Parking Garage,Lehi,UT,84043,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.433613,-111.889978,2025-01-17,186267,2025-01-17 01:22:05 UTC,,,,2021-03-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,ADOBE LEI P1-2 GW,3750 N Frontage Rd,Upper Outside Level Parking Garage,Lehi,UT,84043,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.433644,-111.890167,2025-01-17,186268,2025-01-17 01:22:05 UTC,,,,2021-03-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,"BLD 1,5 BLDG 5 #1",1712 S E Bay Blvd,West side of Building 5,Provo,UT,84606,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.211057,-111.654223,2025-01-17,186272,2025-01-17 01:31:39 UTC,,,,2021-03-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,"BLD 1,5 BLDG 1 #1",34 E 1700 S,West side of Building 1,Provo,UT,84606,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.211143,-111.658112,2025-01-17,186276,2025-01-17 01:31:54 UTC,,,,2021-03-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,"BLD 1,5 BLDG 5 #2",1712 S E Bay Blvd,,Provo,UT,84606,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.211096,-111.654271,2025-01-17,186277,2025-01-17 01:31:55 UTC,,,,2021-03-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,ADOBE LEI P1-4 GW,3750 N Frontage Rd,Upper Outside Level Parking Garage,Lehi,UT,84043,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.43362,-111.890038,2025-01-17,186415,2025-01-17 01:22:06 UTC,,,,2021-03-21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,ADOBE LEI P2-7 GW,3750 N Frontage Rd,Level 2 parking garage #7,Lehi,UT,84043,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.433775,-111.890822,2025-01-17,186705,2025-01-17 01:22:01 UTC,,,,2021-03-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,ADOBE LEI P2-8 NGW,3750 N Frontage Rd,Level 2 parking garage  #8,Lehi,UT,84043,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.433743,-111.890766,2025-01-17,186706,2025-01-17 01:22:05 UTC,,,,2021-03-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,ADOBE LEI P2-4 NGW,3750 N Frontage Rd,Level 2 parking garage # 4,Lehi,UT,84043,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.433857,-111.89097,2025-01-17,186707,2025-01-17 01:22:05 UTC,,,,2021-03-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,ADOBE LEI P1-6 GW,3750 N Frontage Rd,Upper Outside Level Parking Garage,Lehi,UT,84043,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.43362,-111.889914,2025-01-17,186708,2025-01-17 01:22:06 UTC,,,,2021-03-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,ADOBE LEI P2-13 NGW,3750 N Frontage Rd,Level 2 parking garage # 13,Lehi,UT,84043,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.433556,-111.89045,2025-01-17,186733,2025-01-17 01:22:04 UTC,,,,2021-03-31,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,ADOBE LEI P2-14 NGW,3750 N Frontage Rd,Level 2 parking #14,Lehi,UT,84043,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.433524,-111.890386,2025-01-17,186734,2025-01-17 01:22:04 UTC,,,,2021-03-31,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,ADOBE LEI P2-15 NGW,3750 N Frontage Rd,Level 2 parking garage #15,Lehi,UT,84043,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.433492,-111.890327,2025-01-17,186735,2025-01-17 01:22:04 UTC,,,,2021-03-31,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,ADOBE LEI P2-12 NGW,3750 N Frontage Rd,Level 2 parking garage #12,Lehi,UT,84043,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.433602,-111.890518,2025-01-17,186807,2025-01-17 01:22:05 UTC,,,,2021-04-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Gonzo Inn,100 W 200 S,,Moab,UT,84532,,800-791-4044,E,,Public,24 hours daily; for guest use only; see front desk for access,,,,,,2,,,Non-Networked,,GPS,38.570896,-109.552308,2023-11-09,187288,2024-01-31 22:07:01 UTC,P,,,2021-04-05,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,DOWNTOWN DA L3 WEST STATION,35 W 500 S,Level 3 parking structure,Salt Lake City,UT,84101,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.758944,-111.889928,2025-01-17,187628,2025-01-17 01:00:26 UTC,,,,2021-04-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,MURRAYCITY PARKCNTR-EVC-1,202 E Murray Park Ave,,Murray,UT,84107,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.659576,-111.88398,2025-01-17,187821,2025-01-17 01:10:07 UTC,,,,2021-04-21,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,MURRAYCITY PARKCNTR-EVC-3,202 E Murray Park Ave,,Murray,UT,84107,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.659576,-111.88391,2025-01-17,188165,2025-01-17 01:32:51 UTC,,,,2021-04-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,UT MARKET DAVISHOSPITAL#1,2250 N 1700 W,,Layton,UT,84041,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.09224,-111.994808,2025-01-17,189236,2025-01-17 01:31:03 UTC,,,,2021-05-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,UT MARKET JV-WESTVALLEY#1,3500 S @ 4198 W,Near hospital south entrance off 3500S,West Valley City,UT,84120,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.696864,-111.990877,2025-01-17,189238,2025-01-17 01:31:25 UTC,,,,2021-05-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,UT MARKET JV-WESTVALLEY#2,3500 S @ 4198 W,Near hospital south entrance off 3500S,West Valley City,UT,84120,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.696898,-111.990835,2025-01-17,189239,2025-01-17 01:31:25 UTC,,,,2021-05-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,UT MARKET JV-WESTVALLEY#3,3500 S @ 4198 W,Near hospital south entrance off 3500S,West Valley City,UT,84120,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.696932,-111.99079,2025-01-17,189240,2025-01-17 01:31:25 UTC,,,,2021-05-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,UT MARKET JORDANVALLEY #3,3570 9000 S,Near hospital south entrance off 3500S,West Jordan,UT,84088,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.590743,-111.974758,2025-01-17,189243,2025-01-17 01:32:39 UTC,,,,2021-05-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,UT MARKET JORDANVALLEY #1,3570 9000 S,Located on north side by the engineering building and receiving,West Jordan,UT,84088,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.590883,-111.97476,2025-01-17,189244,2025-01-17 01:32:39 UTC,,,,2021-05-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,UT MARKET MOUNTAINPOINT#1,3000 Triumph Blvd,On northeast side of hospital by engineering department,Lehi,UT,84043,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.42602,-111.879005,2025-01-17,189247,2025-01-17 01:33:33 UTC,,,,2021-05-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,UT MARKET MOUNTAINPOINT#2,3000 Triumph Blvd.,On northeast side of hospital by engineering department,Lehi,UT,84043,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.425999,-111.878929,2025-01-17,189248,2025-01-17 01:33:34 UTC,,,,2021-05-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,MURRAYCITY PARKCNTR-EVC-2,202 E Murray Park Ave,,Murray,UT,84107,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.659576,-111.88405,2025-01-17,189558,2025-01-17 01:32:51 UTC,,,,2021-05-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,EVSLCC SCC 2,1575 State St,"East side of building, next to stairs",Salt Lake City,UT,84115,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.735821,-111.886947,2025-01-17,189951,2025-01-17 01:34:19 UTC,,,,2021-05-21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,EVSLCC SCC 3,1575 State St,"East side of building, in staff parking alcove",Salt Lake City,UT,84115,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.735591,-111.887173,2025-01-17,189952,2025-01-17 01:34:25 UTC,,,,2021-05-21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,UT MARKET JORDANVALLEY #2,3570 9000 S,Located on north side by the engineering building and receiving,West Jordan,UT,84088,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.5908,-111.974749,2025-01-17,190171,2025-01-17 01:32:39 UTC,,,,2021-05-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,PUBLIC USE 300 SOUTH,55 East 300 South 300 South,"North Side of Broadway, West Bound. Between parking garage",Salt Lake City,UT,84111,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.762944,-111.889496,2025-01-17,190714,2025-01-17 00:50:11 UTC,,,,2021-06-04,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,EVSLCC CT 5,1830 W Community Blvd,,Salt Lake City,UT,84123,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.670372,-111.94187,2025-01-17,191394,2025-01-17 01:35:43 UTC,,,,2021-06-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,EVSLCC CT 3,1830 W Community Blvd,,Salt Lake City,UT,84123,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.670372,-111.94174,2025-01-17,191395,2025-01-17 01:35:44 UTC,,,,2021-06-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,EVSLCC CT 2,1830 W Community Blvd,,Salt Lake City,UT,84123,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.670376,-111.94168,2025-01-17,191396,2025-01-17 01:35:44 UTC,,,,2021-06-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,EVSLCC CT 1,1830 W Community Blvd,,Salt Lake City,UT,84123,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.670483,-111.941632,2025-01-17,191397,2025-01-17 01:35:44 UTC,,,,2021-06-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
